-24.9975	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.9925	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.9875	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.9825	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.9775	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.9725	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.9675	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.9625	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.9575	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.9525	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.9475	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.9425	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.9375	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.9325	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.9275	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.9225	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.9175	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.9125	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.9075	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.9025	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.8975	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.8925	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.8875	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.8825	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.8775	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.8725	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.8675	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.8625	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.8575	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.8525	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.8475	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.8425	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.8375	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.8325	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.8275	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.8225	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.8175	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.8125	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.8075	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.8025	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.7975	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.7925	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.7875	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.7825	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.7775	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.7725	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.7675	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.7625	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.7575	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.7525	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.7475	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.7425	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.7375	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.7325	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.7275	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.7225	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.7175	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.7125	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.7075	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.7025	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.6975	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.6925	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.6875	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.6825	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.6775	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.6725	1.19408	0	30699.5	0	30699.5	0	30699.5
-24.6675	1.19408	0	30699.5	0	30699.5	0	30699.5
