 8.1303019872081e-14	1.03637801465717e-13	1.48627637974741e-13
6.69623861568325e-14	1.01319994061377e-13	1.45399317585948e-13
6.86291301565944e-14	1.10905208627887e-13	1.53526497070899e-13
6.08716636124607e-14	1.23748667563151e-13	1.64002492142323e-13
  5.288000939907e-14	1.14804541741231e-13	1.56413944296663e-13
 4.1996571151226e-14	8.41724693417811e-14	 1.3933602535654e-13
1.17323685489001e-14	7.54723974288884e-14	1.35068171924768e-13
4.93528828915402e-16	8.91049387052867e-14	1.44360651904707e-13
-1.65882932390282e-15	8.27432740380107e-14	1.43483315506732e-13
-1.39309137142662e-15	8.02437543495627e-14	1.50671142229442e-13
-7.14489231667947e-16	8.56012309646825e-14	1.43833187547793e-13
-1.31054021801358e-14	8.53288793789542e-14	1.39786186098556e-13
-2.18293265408231e-15	8.26834260780895e-14	1.17615064822857e-13
-1.26398457672705e-14	6.66479675268117e-14	 1.2935637803968e-13
-7.59375201608847e-15	5.44431036711424e-14	1.09657725608225e-13
-1.4321226496361e-15	5.42209506460001e-14	1.14237612425239e-13
4.75834649460438e-15	6.48951378745544e-14	 1.1628501980776e-13
1.25370634013189e-14	6.52303731862869e-14	9.94187371317068e-14
1.39610545346613e-14	6.95439799497377e-14	1.12417020137201e-13
1.84114876122798e-14	7.04705391263438e-14	1.12487926959282e-13
-1.35134958778593e-14	7.75792190904623e-14	1.08683895216899e-13
-8.36678816507064e-15	6.59613422909766e-14	1.12974733734728e-13
4.65079363909382e-15	4.56089159495132e-14	1.07898065482281e-13
-9.5513874587283e-15	3.52268127862265e-14	 1.0868107629125e-13
7.29668062082744e-15	4.96967918206526e-14	1.06578808278801e-13
-2.08839022464158e-14	 4.9964806597691e-14	1.18811210869652e-13
-8.97632662644199e-15	3.22613030040442e-14	1.05177585391081e-13
-7.98406479818325e-16	1.91797532717031e-14	1.10068421391163e-13
 3.8072843489001e-15	2.46653825836107e-14	1.16857261714398e-13
3.94042437568132e-15	3.23643022104303e-14	1.13600101547817e-13
2.26465981384427e-14	3.50156102030263e-14	 1.2402925908539e-13
   2.53900633157e-14	2.31798087668711e-14	1.23043285629731e-13
2.34434867352196e-14	1.62773440559594e-14	 1.4111671900463e-13
4.43304247477183e-14	1.24305947479808e-14	1.35908645448879e-13
4.16162330291181e-14	4.21212544010618e-15	1.21572673802972e-13
3.45188287675935e-14	1.66951955732353e-14	1.39748455862954e-13
4.64992627735583e-14	3.02086914510946e-14	1.47140763115394e-13
 3.6087235630311e-14	2.38038755373537e-14	1.57954270323113e-13
4.70829972232245e-14	 2.6480120179917e-14	1.54351900184813e-13
4.46553601388122e-14	3.24523394268361e-14	1.61832353073876e-13
5.56594700884538e-14	4.89636543116179e-14	 1.7982403760497e-13
6.48034143707621e-14	4.64661946072975e-14	1.79668129332566e-13
6.28119518203407e-14	2.95993698301578e-14	1.89325118082895e-13
7.14794976680588e-14	2.60386330552809e-14	2.04178579425729e-13
6.44623243672982e-14	2.71477718777335e-14	1.98266750239817e-13
5.55984295061429e-14	2.88558239802672e-14	2.11133194261137e-13
 4.9586636879928e-14	3.44020601936168e-14	2.12542223404499e-13
5.56747573390859e-14	3.49783136482928e-14	2.01989033138394e-13
6.89010480614538e-14	4.98789377856301e-14	2.07491142323324e-13
7.56107416260976e-14	6.61831700554671e-14	2.03630515227538e-13
6.19981496696731e-14	 6.0020781747494e-14	2.00325433324933e-13
6.57520912716869e-14	5.93934623704939e-14	2.00551814738548e-13
6.18441929611802e-14	 4.6757140260284e-14	2.17834864729705e-13
6.39310653027803e-14	4.28422488457647e-14	2.23822479647473e-13
6.15876707271701e-14	5.29270637733559e-14	2.16964467225633e-13
7.61740930749211e-14	3.79299456426674e-14	2.04303154255348e-13
7.69800889699468e-14	3.73633415873265e-14	 2.1641412620288e-13
7.73014464938715e-14	3.94966177819089e-14	2.24697322380452e-13
8.21415418322813e-14	3.28034040902869e-14	2.22100549757132e-13
7.58414598484025e-14	1.85379055855917e-14	2.35016433397517e-13
9.17579814213587e-14	1.75944328550948e-14	2.40204557633295e-13
1.02542540431072e-13	1.30431689754351e-14	2.39412005845208e-13
1.17542694327843e-13	2.36688923668793e-14	2.25030064027187e-13
  1.165222432431e-13	2.18453727329759e-14	2.28998677659353e-13
1.04388069369077e-13	1.37111459339034e-14	 2.2547285219443e-13
 1.0072606811129e-13	1.90826087570484e-14	2.29412842889243e-13
1.00692891524812e-13	 2.9583757318874e-14	2.32138093470002e-13
1.07917581121386e-13	4.67963341688193e-14	2.36733809638734e-13
1.05564645566658e-13	4.95350288565177e-14	  2.487331087625e-13
1.01386780915202e-13	5.26759625502082e-14	2.47610525833108e-13
9.28738422972808e-14	5.09689946498471e-14	2.47073412076859e-13
9.02492056781279e-14	4.08627125192407e-14	2.55080895641968e-13
8.50140270680644e-14	3.04979565907137e-14	2.48222883220128e-13
9.62671782567259e-14	3.04921018989823e-14	2.57047204701988e-13
 1.0720460977276e-13	2.57860139490917e-14	2.44879637401052e-13
1.12412791748728e-13	1.27906582894632e-14	 2.5739349887588e-13
1.05601725280957e-13	2.33064435806174e-14	2.60527493675666e-13
1.06276966393981e-13	2.54483933925798e-14	2.60969414481171e-13
1.04225655883639e-13	2.88840132367518e-14	2.39432605686485e-13
  1.005463616012e-13	2.57667151504215e-14	2.41287458763173e-13
7.61023188911025e-14	1.14758463148901e-14	2.51264287154385e-13
7.30171131890778e-14	1.90153882223543e-14	2.34670789744928e-13
7.97981472566711e-14	3.17638710473078e-14	2.37551731757657e-13
6.56367321605345e-14	4.11450387649559e-14	2.28841251503908e-13
7.20183461477841e-14	 4.1882729923115e-14	2.25376575041514e-13
5.12489356507828e-14	3.24002977225568e-14	2.50228657239226e-13
5.10644044410258e-14	 3.1261018079709e-14	2.52798650068886e-13
5.82303302798515e-14	3.99118672139709e-14	2.45316787716998e-13
4.68704935974174e-14	3.93829933942325e-14	2.52387086924211e-13
7.82568454482657e-14	3.79540149308966e-14	2.49385581629902e-13
 8.1752746933228e-14	3.25772395171064e-14	2.59008960112883e-13
9.61531201881805e-14	4.46986198054944e-14	2.39605644353214e-13
1.11455766491075e-13	4.25857266117546e-14	2.53251412896116e-13
9.89668416662148e-14	5.04572512244339e-14	2.69406242106585e-13
9.20036616336439e-14	5.90057516736131e-14	2.66944886334608e-13
8.76239185376715e-14	5.89302912024081e-14	2.61020155142844e-13
9.33502407318709e-14	5.04587691074754e-14	2.62004177034592e-13
6.41548446311813e-14	4.51231933762397e-14	 2.4529109212551e-13
5.72348158450753e-14	2.90093470078912e-14	2.41775783421661e-13
6.84061097697142e-14	3.35556235575574e-14	2.40208027080246e-13
5.26072241324727e-14	4.94073098405989e-14	2.43133638222481e-13
5.31872722947524e-14	3.93018950717305e-14	2.32326961488449e-13
6.66582674474503e-14	3.96336609365111e-14	2.36715161361367e-13
7.28520976184255e-14	5.54497853882951e-14	2.32297688029792e-13
8.25199283904787e-14	4.59385134099488e-14	2.25145856819209e-13
9.60109812833676e-14	2.87153113787131e-14	  2.415937458769e-13
9.51411258803825e-14	2.65962382325902e-14	2.40958294983606e-13
9.15797385842021e-14	3.28181492398327e-14	2.33841591923412e-13
8.55019180456829e-14	4.33663521759442e-14	2.33685575230791e-13
6.51004857660231e-14	5.01517230522275e-14	2.30552773053394e-13
7.60238226538146e-14	3.70881710759496e-14	2.21227658588063e-13
6.44293646212546e-14	 4.2598086516521e-14	2.21615694545596e-13
 7.0305306715257e-14	4.31746652318488e-14	2.23195593951342e-13
7.25968764270224e-14	5.38145916717525e-14	2.27569699196017e-13
 7.7713443319416e-14	5.21627012417536e-14	2.11089609333803e-13
5.24905639787132e-14	5.58919230342347e-14	1.98083086391798e-13
5.11895213717306e-14	6.55428402523972e-14	2.11766585170303e-13
6.00357437374743e-14	5.08723922362786e-14	2.18428573839358e-13
4.34183938802235e-14	5.59266175037543e-14	2.42544265921518e-13
2.87500058482326e-14	4.87110352054287e-14	2.33416150990928e-13
 4.5588316108236e-14	5.76407411384539e-14	2.45301608886583e-13
6.13645419200726e-14	6.47424822086684e-14	  2.517641043559e-13
6.56549467570322e-14	6.40357992326424e-14	2.48065457064683e-13
7.02218231479756e-14	5.89465542349954e-14	 2.5418989829662e-13
8.03894711215447e-14	5.77374519722396e-14	2.47507309786288e-13
8.48689608173858e-14	 5.8712149725304e-14	2.42238520908877e-13
9.34361095439318e-14	5.28156077900244e-14	2.32526671528621e-13
1.00489928878122e-13	7.34941621449714e-14	2.52753330418076e-13
9.93675627891655e-14	8.16928989733068e-14	2.74659201632277e-13
1.05939562677904e-13	8.74474104239908e-14	2.78285857899241e-13
8.37533167818982e-14	  1.055724518223e-13	2.88966333500396e-13
8.73660952610544e-14	8.78563714834524e-14	3.07992130063606e-13
7.66400831686553e-14	8.94301993570323e-14	3.10125623098623e-13
8.00882797580282e-14	8.00253960320241e-14	3.06127085486496e-13
9.09680317184858e-14	7.92703576391052e-14	3.30548522581298e-13
8.90184193719223e-14	7.37899324976254e-14	3.38628430851529e-13
9.34710208538858e-14	8.06404639244751e-14	 3.2090649582095e-13
8.61049512940193e-14	9.15211916668879e-14	3.23639769497786e-13
9.68062435768857e-14	8.15864303199687e-14	3.36339246384543e-13
1.05407002570779e-13	7.87471216706637e-14	3.43702063337892e-13
1.12112359326733e-13	 7.7564690781351e-14	3.47109927606448e-13
1.23139996463517e-13	 8.8336456205429e-14	3.66468574236611e-13
1.17126252273392e-13	9.26485450858383e-14	3.73943931375464e-13
1.00911683523219e-13	9.70504059061295e-14	3.60344133004675e-13
7.99000622608848e-14	9.76935546348479e-14	 3.6845700102095e-13
7.67459013006899e-14	9.40831614004711e-14	3.45442858346034e-13
7.23662666249347e-14	1.13315606897757e-13	3.58513782897085e-13
5.85413878831376e-14	1.43858449458412e-13	3.43965090784937e-13
7.04486382424596e-14	1.27286636092405e-13	 3.4158808594198e-13
6.94349092111857e-14	1.32749713999125e-13	3.47355390978299e-13
6.17210275943858e-14	1.27930652182862e-13	3.41445079675429e-13
6.41330521675143e-14	 1.2403554745799e-13	3.41987722862758e-13
7.43050911598819e-14	1.22454997530941e-13	3.36160027765431e-13
7.90884285145621e-14	1.25775908785264e-13	3.53892479557083e-13
8.36108526164336e-14	 1.1889165867085e-13	3.48911654776685e-13
6.86391048165813e-14	1.08934779599612e-13	3.45998837220085e-13
  7.471931059988e-14	9.86962248039625e-14	3.28726846091087e-13
8.12566160190986e-14	8.75135467565125e-14	3.17846226768892e-13
6.23325176196676e-14	1.01033981528276e-13	2.96327198889834e-13
5.82390038972314e-14	8.60670042179823e-14	2.89736550723729e-13
6.17732861390996e-14	9.87447970612898e-14	2.74888618811975e-13
